id,Titel,Nachname,Vornamen,Geburtsjahr,Gruppenname,WahlkreisNr,LandId,Listenplatz,Jahr
26.0,,Schilke,Michael,1965,DIE LINKE,3.0,,,2021.0
27.0,,Köster,Jens,1967,FREIE WÄHLER,3.0,,,2021.0
28.0,,Habermann,Stefan,1964,dieBasis,3.0,,,2021.0
29.0,,Riemann,Mark,1967,LKR,3.0,,,2021.0
30.0,,Pilgrim,Robert,1987,V-Partei³,3.0,SH,1.0,2021.0
31.0,Dr.,Wadephul,Johann David,1963,CDU,4.0,SH,1.0,2021.0
32.0,,Rix,Sönke,1975,SPD,4.0,SH,1.0,2021.0
33.0,,Aschenberg-Dugnus,Christine Irene,1959,FDP,4.0,SH,3.0,2021.0
34.0,,Blasel,Jakob,2000,GRÜNE,4.0,SH,8.0,2021.0
35.0,,Bollmann,Gereon,1953,AfD,4.0,SH,2.0,2021.0
36.0,,Schultz,Hauke Henning,1984,DIE LINKE,4.0,,,2021.0
37.0,,Saul,Nils-Hermann,1980,Die PARTEI,4.0,SH,18.0,2021.0
38.0,,Kahlund,Bärbel,1964,FREIE WÄHLER,4.0,,,2021.0
39.0,,Thiesen,Holger,1954,dieBasis,4.0,SH,2.0,2021.0
40.0,,Roßberg,Maylis,2000,SSW,4.0,SH,2.0,2021.0
41.0,,Stritzl,Thomas,1957,CDU,5.0,SH,13.0,2021.0
42.0,,Stein,Jens Mathias,1970,SPD,5.0,SH,7.0,2021.0
43.0,,Mordhorst,Maximilian,1996,FDP,5.0,SH,4.0,2021.0
44.0,,Amtsberg,Luise,1984,GRÜNE,5.0,SH,1.0,2021.0
45.0,,Reimers,Eike Julius,1994,AfD,5.0,SH,5.0,2021.0
46.0,,Beutin,Lorenz Gösta,1978,DIE LINKE,5.0,SH,2.0,2021.0
47.0,,Wrobel,Florian Gerd,1992,Die PARTEI,5.0,,,2021.0
48.0,,Görtz,Christian,1968,FREIE WÄHLER,5.0,,,2021.0
49.0,,Zan Bi,Karin,1958,MLPD,5.0,SH,3.0,2021.0
50.0,,Michel,Björn,1974,dieBasis,5.0,SH,7.0,2021.0
51.0,,Müller,Barbara Kristine,1958,DKP,5.0,SH,1.0,2021.0
52.0,,Abramik,Paula Bianka,1996,du.,5.0,SH,2.0,2021.0
53.0,,Schmidt,Frank Marcel,1964,SSW,5.0,SH,6.0,2021.0
54.0,,Wadehn,Simon Martin,1999,Volt,5.0,SH,2.0,2021.0
55.0,,Bernstein,Melanie,1976,CDU,6.0,SH,6.0,2021.0
56.0,Dr.,Klinck,Kristian,1979,SPD,6.0,SH,13.0,2021.0
57.0,,Schulz,Gunnar,1976,FDP,6.0,SH,9.0,2021.0
58.0,,Drees,Martin,1964,GRÜNE,6.0,SH,16.0,2021.0
59.0,,Giersch,Alexis Leonard,1963,AfD,6.0,,,2021.0
60.0,,Gschwind-Wiese,Gabriele Maria Margareta,1962,DIE LINKE,6.0,,,2021.0
61.0,,Käding,Jana,1989,Die PARTEI,6.0,,,2021.0
62.0,,Koch,Manfred,1959,FREIE WÄHLER,6.0,,,2021.0
63.0,,Reiß,Karina,1974,dieBasis,6.0,NW,2.0,2021.0
64.0,,Joost,Jürgen,1956,LKR,6.0,SH,1.0,2021.0
65.0,Dr.,Abercron,Ernst Michael,1952,CDU,7.0,SH,9.0,2021.0
66.0,Dr.,Stegner,Ralf,1959,SPD,7.0,SH,3.0,2021.0
67.0,,Rösch,Philipp,1978,FDP,7.0,SH,5.0,2021.0
68.0,,Herrndorff,Jens,1969,GRÜNE,7.0,SH,10.0,2021.0
69.0,,Schneider,Joachim Rudi,1972,AfD,7.0,SH,6.0,2021.0
70.0,,Möhring,Cornelia,1960,DIE LINKE,7.0,SH,1.0,2021.0
71.0,,Inak,Erkan,1987,Die PARTEI,7.0,SH,4.0,2021.0
72.0,,Arbeck,Kathrin,1969,FREIE WÄHLER,7.0,SH,5.0,2021.0
73.0,,Lehmann,Beate Sabine,1959,dieBasis,7.0,,,2021.0
74.0,,Urban,Rainer,1942,LKR,7.0,SH,6.0,2021.0
75.0,,Edmund,Claudia,1959,SSW,7.0,SH,7.0,2021.0
76.0,,Storjohann,Gero,1958,CDU,8.0,SH,5.0,2021.0
77.0,,Bergt,Bengt Axel,1982,SPD,8.0,SH,9.0,2021.0
78.0,,Schupp,Jan,1973,FDP,8.0,SH,10.0,2021.0
79.0,,Bollenbach,Nils,2000,GRÜNE,8.0,SH,14.0,2021.0
80.0,,Wendorf,Sven,1972,AfD,8.0,SH,8.0,2021.0
81.0,,Schultz,Malin,1995,DIE LINKE,8.0,,,2021.0
82.0,,Schreiber,Beate,1979,Die PARTEI,8.0,,,2021.0
83.0,,Glagau,Julia,1983,FREIE WÄHLER,8.0,SH,2.0,2021.0
84.0,,Westphal,Claudia,1973,dieBasis,8.0,,,2021.0
85.0,,Gädechens,Ingo Adolf August,1960,CDU,9.0,SH,3.0,2021.0
86.0,,Hagedorn,Bettina,1955,SPD,9.0,SH,4.0,2021.0
87.0,,Hansen,Jörg,1964,FDP,9.0,,,2021.0
88.0,,Brunken,Jakob,1987,GRÜNE,9.0,SH,12.0,2021.0
89.0,,Witt,Uwe,1959,AfD,9.0,SH,1.0,2021.0
90.0,,Spethmann,Susanne,1979,DIE LINKE,9.0,SH,4.0,2021.0
91.0,,Gutzeit,David Frederic,2001,FREIE WÄHLER,9.0,SH,3.0,2021.0
92.0,,Metzig,Michael,1964,dieBasis,9.0,SH,8.0,2021.0
93.0,,Schlüter,Mergim René,1995,EB: Schlüter,9.0,,,2021.0
94.0,Dr.,Peters,Thomas,1975,CDU,10.0,SH,11.0,2021.0
95.0,Dr.,Scheer,Nina,1971,SPD,10.0,SH,2.0,2021.0
96.0,,Turowski,Martin,1973,FDP,10.0,SH,8.0,2021.0
97.0,Dr.,Notz,Konstantin,1971,GRÜNE,10.0,SH,4.0,2021.0
98.0,,Neumann,Wiebke,1974,AfD,10.0,SH,4.0,2021.0
99.0,,Hinrichs,Christoph Ulrich,1967,DIE LINKE,10.0,,,2021.0
100.0,,Schönfelder,Arne,1970,Die PARTEI,10.0,SH,8.0,2021.0
101.0,,Runge,Christian,1978,FREIE WÄHLER,10.0,,,2021.0
102.0,,Micklich,Matthias,1963,dieBasis,10.0,,,2021.0
103.0,,Schlüter,Peter Johannes,1955,DKP,10.0,SH,7.0,2021.0
104.0,Dr.,Schmidtke,Claudia,1966,CDU,11.0,SH,8.0,2021.0
105.0,,Klüssendorf,Tim,1991,SPD,11.0,SH,5.0,2021.0
106.0,,Stegemann,Heike Margit,1964,FDP,11.0,SH,7.0,2021.0
107.0,,Hönel,Bruno,1996,GRÜNE,11.0,SH,6.0,2021.0
108.0,,Jenniches,David,1977,AfD,11.0,,,2021.0
109.0,,Tankacheyev,Emil,2002,DIE LINKE,11.0,,,2021.0
110.0,,Schacht,Alexander Sebastian,1982,Die PARTEI,11.0,SH,7.0,2021.0
111.0,,Voht,Gregor,1990,FREIE WÄHLER,11.0,SH,1.0,2021.0
112.0,,Möller,Lüder Paul Wilhelm,1949,MLPD,11.0,SH,2.0,2021.0
113.0,,Kemper,Uta,1960,dieBasis,11.0,,,2021.0
114.0,,Link,Wilfried Emil,1944,DKP,11.0,SH,6.0,2021.0
115.0,,Wobusa,Jennifer,1992,du.,11.0,,,2021.0
116.0,,Nielsen,Lutz Artur Heinz,1958,LKR,11.0,,,2021.0
117.0,,Sánchez Copano,Fabio,1996,Volt,11.0,SH,4.0,2021.0
118.0,,Kerkhoff,Thorsten,1969,EB: Kerkhoff,11.0,,,2021.0
119.0,,Monstadt,Dietrich,1957,CDU,12.0,MV,2.0,2021.0
120.0,,Beckmann,Steffen,1978,AfD,12.0,MV,6.0,2021.0
121.0,,Latendorf,Ina,1971,DIE LINKE,12.0,MV,2.0,2021.0
122.0,,Alabali-Radovan,Reem,1990,SPD,12.0,MV,6.0,2021.0
123.0,,Meffert,Yannik,1995,FDP,12.0,MV,7.0,2021.0
124.0,,Tamm,Claudia,1968,GRÜNE,12.0,,,2021.0
125.0,Dr.,Stoffers,Alrik,1990,Die PARTEI,12.0,MV,1.0,2021.0
126.0,,Klähn,Anja,1982,FREIE WÄHLER,12.0,MV,2.0,2021.0
127.0,,Beckmann,Bert,1958,MLPD,12.0,MV,2.0,2021.0
128.0,,Gericke,Fritz Wolfgang Eberhard,1949,dieBasis,12.0,,,2021.0
129.0,,Jagau,Karsten Erich Theodor,1956,PIRATEN,12.0,MV,2.0,2021.0
130.0,,Borchardt,Simone,1967,CDU,13.0,MV,3.0,2021.0
131.0,,Mrachacz,Andreas-Michael,1953,AfD,13.0,,,2021.0
132.0,,Keller,Judith,1964,DIE LINKE,13.0,MV,5.0,2021.0
133.0,,Junge,Frank Michael,1967,SPD,13.0,MV,1.0,2021.0
134.0,,Bohl,Daniel,1972,FDP,13.0,MV,4.0,2021.0
135.0,,Mölau,Martin,1987,GRÜNE,13.0,,,2021.0
136.0,,Neitzel,Torsten,1966,FREIE WÄHLER,13.0,MV,5.0,2021.0
137.0,,Zajonc,Stephanie Gisela Rosa,1978,dieBasis,13.0,,,2021.0
138.0,Dr.,Löwe,Rainer,1953,EB: Löwe,13.0,,,2021.0
139.0,,Stein,Peter,1968,CDU,14.0,MV,6.0,2021.0
140.0,,Pontow,Tobias,1987,AfD,14.0,MV,4.0,2021.0
141.0,Dr.,Bartsch,Dietmar Gerhard,1958,DIE LINKE,14.0,MV,1.0,2021.0
142.0,,Zschau,Katrin,1976,SPD,14.0,MV,4.0,2021.0
143.0,,Reinhold,Hagen,1978,FDP,14.0,MV,1.0,2021.0
144.0,,Tesche,Andreas,1958,GRÜNE,14.0,MV,4.0,2021.0
145.0,,Jörn,Seraphine Antonia,2001,Tierschutzpartei,14.0,MV,2.0,2021.0
146.0,,Dubberke,Christine,1980,FREIE WÄHLER,14.0,MV,4.0,2021.0
147.0,,Dunst,Eric,1995,MLPD,14.0,MV,4.0,2021.0
148.0,Dr.,Kreft,Susanne Franziska Gertrud,1964,dieBasis,14.0,,,2021.0
149.0,,Rühmann,Jan-Peter,1967,PIRATEN,14.0,MV,3.0,2021.0
150.0,,Günther,Georg,1988,CDU,15.0,MV,4.0,2021.0
151.0,,Holm,Leif-Erik,1970,AfD,15.0,MV,1.0,2021.0
152.0,,Kassner,Kerstin,1958,DIE LINKE,15.0,,,2021.0
153.0,,Kassautzki,Anna Katharina,1993,SPD,15.0,MV,2.0,2021.0
154.0,,Adler,Sebastian,1984,FDP,15.0,MV,3.0,2021.0
155.0,,Müller,Claudia Heike,1981,GRÜNE,15.0,MV,1.0,2021.0
156.0,,Gabel,Robert,1979,Tierschutzpartei,15.0,MV,1.0,2021.0
157.0,,Pistor,Mark Peter,1973,Die PARTEI,15.0,MV,3.0,2021.0
158.0,,Holthusen,Heidelind,1949,FREIE WÄHLER,15.0,MV,6.0,2021.0
159.0,,Schulze,Karl-Heinz,1955,MLPD,15.0,MV,6.0,2021.0
160.0,,Schmeller,Sylvio,1976,dieBasis,15.0,MV,4.0,2021.0
161.0,,Smyra,Friedrich,1984,PIRATEN,15.0,MV,4.0,2021.0
162.0,,Amthor,Philipp,1992,CDU,16.0,MV,1.0,2021.0
163.0,,Komning,Enrico,1968,AfD,16.0,MV,2.0,2021.0
164.0,,Jaschinski,Toni,1982,DIE LINKE,16.0,MV,4.0,2021.0
165.0,,Malottki,Erik,1986,SPD,16.0,MV,3.0,2021.0
166.0,,Bartelt,Christian,1976,FDP,16.0,MV,2.0,2021.0
167.0,,Horn,Katharina,1998,GRÜNE,16.0,MV,2.0,2021.0
168.0,,Hübner,Anja,1989,Tierschutzpartei,16.0,MV,4.0,2021.0
169.0,,Andiel,Matthias,1958,FREIE WÄHLER,16.0,MV,3.0,2021.0
170.0,Dr.,Wodarg,Wolfgang,1947,dieBasis,16.0,MV,1.0,2021.0
171.0,,Krüger,Sören,2001,EB: Krüger,16.0,,,2021.0
172.0,,Maus,Sophie,1985,UNABHÄNGIGE,16.0,,,2021.0
173.0,Dr.,Bunge,Stephan,1980,CDU,17.0,MV,5.0,2021.0
174.0,,Schielke-Ziesing,Ulrike,1969,AfD,17.0,MV,3.0,2021.0
175.0,,Kanew,Amina Inèz,1998,DIE LINKE,17.0,MV,3.0,2021.0
176.0,,Arlt,Johannes,1984,SPD,17.0,MV,5.0,2021.0
177.0,,Schubert,Tobias,1987,FDP,17.0,MV,8.0,2021.0
178.0,,Jagszent,Falk,1976,GRÜNE,17.0,,,2021.0
179.0,,Gabbert,Klaus-Dieter,1959,FREIE WÄHLER,17.0,MV,1.0,2021.0
180.0,,Goltz,Lena,1980,MLPD,17.0,MV,9.0,2021.0
181.0,,Vries,Christoph Bernhard,1974,CDU,18.0,HH,3.0,2021.0
182.0,,Droßmann,Falko,1973,SPD,18.0,,,2021.0
183.0,,Muja,Manuel,1991,GRÜNE,18.0,HH,6.0,2021.0
184.0,,Stoop,David Christopher,1983,DIE LINKE,18.0,,,2021.0
185.0,,Blum,James Robert,1970,FDP,18.0,HH,7.0,2021.0
186.0,,Jordan,Nicole,1974,AfD,18.0,HH,3.0,2021.0
187.0,,Ihlenfeld,Arne Gotthard,1978,Die PARTEI,18.0,HH,1.0,2021.0
188.0,,Reimer,Ralf,1963,FREIE WÄHLER,18.0,HH,5.0,2021.0
189.0,,Bollien,Sebastian,1985,ÖDP,18.0,HH,5.0,2021.0
190.0,,Schwarzbach,Lennart Sebastian Stefan,1990,NPD,18.0,HH,1.0,2021.0
191.0,,Griesbaum,Joachim Robert Maria,1955,MLPD,18.0,HH,3.0,2021.0
192.0,,Sommer,Dennis,1985,dieBasis,18.0,,,2021.0
193.0,,Janoske-Kizildag,Odin,1967,EB: Janoske-Kizildag,18.0,,,2021.0
194.0,,Weinberg,Marcus,1967,CDU,19.0,,,2021.0
195.0,Dr.,Bartke,Matthias,1959,SPD,19.0,HH,4.0,2021.0
196.0,,Heitmann,Linda,1982,GRÜNE,19.0,HH,5.0,2021.0
197.0,,Özdemir,Cansu,1988,DIE LINKE,19.0,,,2021.0
198.0,,Henrici,Fabrice,1995,FDP,19.0,,,2021.0
199.0,Dr.,Baumann,Bernd,1958,AfD,19.0,HH,1.0,2021.0
200.0,,Meincke,Daniel,1991,FREIE WÄHLER,19.0,HH,6.0,2021.0
201.0,,Ahrens,Karlotta,1987,ÖDP,19.0,HH,2.0,2021.0
202.0,,Kölle,Christian Traugott,1952,MLPD,19.0,HH,6.0,2021.0
203.0,,Zens,Ulrike,1962,dieBasis,19.0,,,2021.0
204.0,,Kirsch,Frieder Ulrich,1978,PIRATEN,19.0,HH,3.0,2021.0
205.0,,Bultheel,Bérangère Joséphine,1980,ÖLDP,19.0,,,2021.0
206.0,,Kruse,Rüdiger,1961,CDU,20.0,HH,4.0,2021.0
207.0,,Annen,Niels,1973,SPD,20.0,HH,2.0,2021.0
208.0,Dr.,Steffen,Till Benjamin,1973,GRÜNE,20.0,HH,2.0,2021.0
209.0,,Nastić,Zaklin Jadwiga,1980,DIE LINKE,20.0,HH,1.0,2021.0
210.0,,Hümpel,Carolin Rebecca,1964,FDP,20.0,HH,6.0,2021.0
211.0,Dr.,Cremer-Thursby,Marc Frederic,1962,AfD,20.0,,,2021.0
212.0,,Sommer,Martin,1972,Die PARTEI,20.0,,,2021.0
213.0,,Feltz,Alexander Bruno Wilhelm,1997,FREIE WÄHLER,20.0,,,2021.0
214.0,,Lincke,Hannes,1980,ÖDP,20.0,HH,1.0,2021.0
215.0,,Wagner,Uwe Ulrich,1959,MLPD,20.0,HH,1.0,2021.0
216.0,,Meyer,Inke,1981,dieBasis,20.0,HH,3.0,2021.0
217.0,,Horn,Sören Alexander,1987,Volt,20.0,HH,4.0,2021.0
218.0,Dr.,Ploß,Christoph Johannes,1985,CDU,21.0,HH,1.0,2021.0
219.0,,Martin,Dorothee Katja Julia,1978,SPD,21.0,HH,3.0,2021.0
220.0,,Beck,Katharina Barbara Maria,1982,GRÜNE,21.0,HH,1.0,2021.0
221.0,,Celik,Deniz,1978,DIE LINKE,21.0,HH,2.0,2021.0
222.0,,Bläsing,Robert,1982,FDP,21.0,HH,5.0,2021.0
223.0,,Mennerich,Benjamin,1981,AfD,21.0,HH,5.0,2021.0
224.0,,Becker,Almut,1970,FREIE WÄHLER,21.0,HH,3.0,2021.0
225.0,,Stawitz,Ingo,1950,NPD,21.0,,,2021.0
226.0,,Bader,Susanne Doris,1956,MLPD,21.0,,,2021.0
227.0,,Böttcher,Jörn,1963,dieBasis,21.0,,,2021.0
228.0,,Nethe,Steffan,1981,LKR,21.0,HH,1.0,2021.0
229.0,,Hoppermann,Franziska Christina Brigitte,1982,CDU,22.0,HH,2.0,2021.0
230.0,,Özoğuz,Saliha Aydan,1967,SPD,22.0,HH,1.0,2021.0
231.0,,Grimm,Daniel Alexander,1978,GRÜNE,22.0,,,2021.0
232.0,,Graßhoff,Johan,1988,DIE LINKE,22.0,HH,4.0,2021.0
233.0,Dr.,Schinnenburg,Wieland Albert Wilhelm,1958,FDP,22.0,,,2021.0
234.0,,Wagner,Dietmar Werner,1952,AfD,22.0,HH,4.0,2021.0
235.0,,Deutsch,Matthias,1965,ÖDP,22.0,HH,8.0,2021.0
236.0,,Saß,Helmut,1958,NPD,22.0,HH,2.0,2021.0
237.0,,Dohrn,Renate Inge-Marie,1954,MLPD,22.0,HH,4.0,2021.0
238.0,,Stein,Michael Erwin,1960,dieBasis,22.0,,,2021.0
239.0,,Kaiser,Arthur,1982,PIRATEN,22.0,HH,2.0,2021.0
240.0,,Beitz,Luca Alexandra,1997,Volt,22.0,HH,1.0,2021.0
241.0,,Schneider,Uwe Günther,1975,CDU,23.0,HH,6.0,2021.0
242.0,,Hakverdi,Metin,1969,SPD,23.0,HH,6.0,2021.0
243.0,,Sarrazin,Manuel Ferdinand Theodor,1982,GRÜNE,23.0,HH,4.0,2021.0
244.0,,Jersch,Stephan Rüdiger,1963,DIE LINKE,23.0,,,2021.0
245.0,,Jacobsen,Sonja Julia,1972,FDP,23.0,,,2021.0
246.0,,Petersen,Olga,1982,AfD,23.0,HH,2.0,2021.0
247.0,,Lindner,Thomas,1974,FREIE WÄHLER,23.0,HH,2.0,2021.0
248.0,,Körlin,Manuela,1979,ÖDP,23.0,HH,4.0,2021.0
249.0,,Dammann,Manfred Wilhelm,1959,NPD,23.0,NI,1.0,2021.0
250.0,,Nianur,Narziss,1964,MLPD,23.0,HH,2.0,2021.0
251.0,,Schäfer,Katja,1969,dieBasis,23.0,HH,2.0,2021.0
252.0,,Thoden,Jan-Martin,1975,Volt,23.0,HH,12.0,2021.0
253.0,Dr.,Kleen,Joachim Lübbo,1974,CDU,24.0,NI,27.0,2021.0
254.0,,Saathoff,Johann,1967,SPD,24.0,NI,11.0,2021.0
255.0,,Buss,Sarah,1981,FDP,24.0,NI,11.0,2021.0
256.0,,Maas,Stefan,1962,GRÜNE,24.0,NI,30.0,2021.0
257.0,,Albers,Friedrich-Bernd,1969,DIE LINKE,24.0,,,2021.0
258.0,,Kleen,Diedrich,1972,Tierschutzpartei,24.0,,,2021.0
259.0,,Krüger,Detlev,1970,FREIE WÄHLER,24.0,NI,21.0,2021.0
260.0,,Frerichs,David Janus,2002,dieBasis,24.0,,,2021.0
261.0,,Lenz,Anton Heinrich,1954,EB: Lenz,24.0,,,2021.0
262.0,,Connemann,Gitta,1964,CDU,25.0,NI,3.0,2021.0
263.0,,Troff-Schaffarzyk,Anja,1969,SPD,25.0,NI,14.0,2021.0
264.0,,Asi,Ferhat,1992,FDP,25.0,NI,22.0,2021.0
265.0,,Kühnlenz,Holger Uwe,1961,AfD,25.0,,,2021.0
266.0,,Pahlke,Julian Nils Christoph,1991,GRÜNE,25.0,NI,12.0,2021.0
267.0,,Jesiek,Kai-Uwe,1965,DIE LINKE,25.0,,,2021.0
268.0,,Gil Brand,Rafael,1959,dieBasis,25.0,,,2021.0
269.0,,Balzer,Siegfried Gert,1951,EB: Balzer,25.0,,,2021.0
270.0,,Janssen,Anne,1982,CDU,26.0,NI,6.0,2021.0
271.0,,Möller,Siemtje Victoria Regine Ilse Santjer,1983,SPD,26.0,NI,6.0,2021.0
272.0,,Theemann,Hendrik,1969,FDP,26.0,NI,20.0,2021.0
273.0,,Wundrak,Franz Josef Joachim,1955,AfD,26.0,NI,1.0,2021.0
274.0,,Beckmann,Sina Maria,1981,GRÜNE,26.0,NI,21.0,2021.0
275.0,,Adler,Hans-Henning,1949,DIE LINKE,26.0,,,2021.0
276.0,,Tönjes,Andreas,1969,Die PARTEI,26.0,,,2021.0
277.0,,Lang,Andreas Georg Alexander,1957,FREIE WÄHLER,26.0,NI,27.0,2021.0
278.0,,Zimmer,Carsten,1977,MLPD,26.0,,,2021.0
279.0,,Henning,Andrea Gisela,1965,dieBasis,26.0,NI,5.0,2021.0
280.0,,Albani,Stephan Theodor Johannes,1968,CDU,27.0,NI,11.0,2021.0
281.0,,Rohde,Dennis,1986,SPD,27.0,NI,7.0,2021.0
282.0,,Rüdel,Daniel Stephan,1992,FDP,27.0,NI,10.0,2021.0
283.0,,Paul,Andreas,1978,AfD,27.0,,,2021.0
284.0,,Menge,Patrizia Susanne,1960,GRÜNE,27.0,NI,13.0,2021.0
285.0,,Mohamed Ali,Amira,1980,DIE LINKE,27.0,NI,1.0,2021.0
286.0,,Striess,Nicole,1972,FREIE WÄHLER,27.0,NI,9.0,2021.0
287.0,,Lubitz,Holger Klaus Friedel,1971,PIRATEN,27.0,NI,7.0,2021.0
288.0,,Krüger,Michael,1967,ÖDP,27.0,,,2021.0
289.0,,Jensen,Johanna Friederike,1988,MLPD,27.0,,,2021.0
290.0,,Berends,Werner Georg,1970,dieBasis,27.0,,,2021.0
291.0,,Ahrends,Jens,1960,LKR,27.0,,,2021.0
292.0,,Albrecht,Philipp Josef Erich,1995,CDU,28.0,NI,26.0,2021.0
293.0,,Mittag,Susanne,1958,SPD,28.0,NI,2.0,2021.0
294.0,,Dürr,Christian,1977,FDP,28.0,NI,1.0,2021.0
295.0,,Golkontt,Adam Jan,1984,AfD,28.0,,,2021.0
296.0,,Schröder,Christina-Johanne,1983,GRÜNE,28.0,NI,3.0,2021.0
297.0,,Suhr,Christian,1980,DIE LINKE,28.0,,,2021.0
298.0,,Laukenings,Kevin,1997,Die PARTEI,28.0,NI,30.0,2021.0
299.0,,Holsten,Dieter,1950,FREIE WÄHLER,28.0,NI,14.0,2021.0
300.0,,Halt,Frank-Rüdiger,1948,dieBasis,28.0,,,2021.0
301.0,,Rappers,Thomas Michael,1962,LKR,28.0,NI,7.0,2021.0
302.0,,Ferlemann,Enak Matthias,1963,CDU,29.0,NI,5.0,2021.0
303.0,,Schneider,Daniel Dominik,1976,SPD,29.0,NI,23.0,2021.0
304.0,,Wichert,Günter Ernst,1966,FDP,29.0,NI,27.0,2021.0
305.0,Dr.,Kappelt,Hans Olaf,1953,AfD,29.0,HB,1.0,2021.0
306.0,,Wenzel,Peer Stefan,1962,GRÜNE,29.0,NI,10.0,2021.0
307.0,,Buttler,Dietmar Gerhard,1953,DIE LINKE,29.0,,,2021.0
308.0,,Sieling,Dirk,1967,Die PARTEI,29.0,,,2021.0
309.0,,Berghoff,Susanne Sabine Cornelia,1956,Tierschutzpartei,29.0,NI,1.0,2021.0
310.0,,Theis,Claudia,1966,FREIE WÄHLER,29.0,NI,1.0,2021.0
311.0,,Geest,Peter Jens,1957,dieBasis,29.0,,,2021.0
312.0,,Grundmann,Oliver Klaus,1971,CDU,30.0,NI,18.0,2021.0
313.0,,Köser,Kai,1978,SPD,30.0,NI,32.0,2021.0
314.0,,Hermeling,Steven,1997,FDP,30.0,NI,14.0,2021.0
315.0,,Kaiser,Marie-Thérèse,1996,AfD,30.0,,,2021.0
316.0,,Goldenstein,Claas Fiete,1993,GRÜNE,30.0,NI,22.0,2021.0
317.0,,Kowalski,Klemens,1979,DIE LINKE,30.0,,,2021.0
318.0,,Klaus,Richard Bodo,1965,PIRATEN,30.0,NI,11.0,2021.0
319.0,,Bartos,Kai,1975,dieBasis,30.0,,,2021.0
320.0,,Stegemann,Albert,1976,CDU,31.0,NI,29.0,2021.0
321.0,Dr.,Ridder,Daniela Friederike,1962,SPD,31.0,NI,24.0,2021.0
322.0,,Beeck,Jens,1969,FDP,31.0,NI,2.0,2021.0
323.0,,Meiners,Danny,1979,AfD,31.0,NI,7.0,2021.0
324.0,,Hüsemann,Everhard,1960,GRÜNE,31.0,NI,26.0,2021.0
325.0,,Hoffmann,Helmuth,1985,DIE LINKE,31.0,,,2021.0
326.0,,Kehl,Mario,1972,dieBasis,31.0,,,2021.0
327.0,,Breher,Silvia Maria,1973,CDU,32.0,NI,30.0,2021.0
328.0,,Bartz,Alexander,1984,SPD,32.0,NI,25.0,2021.0
329.0,,Abeln,Carolin,1992,FDP,32.0,NI,15.0,2021.0
330.0,,Herdt,Waldemar,1962,AfD,32.0,,,2021.0
331.0,Dr.,Meyer,Tanja,1973,GRÜNE,32.0,NI,20.0,2021.0
332.0,,Dobrowolski,Tom,1988,DIE LINKE,32.0,,,2021.0
333.0,,Lorenz,Melanie,1986,dieBasis,32.0,,,2021.0
334.0,,Knoerig,Axel,1967,CDU,33.0,NI,24.0,2021.0
335.0,,Schierenbeck,Peggy,1970,SPD,33.0,NI,20.0,2021.0
336.0,,Hinderks,Jan Andreas,1977,FDP,33.0,NI,26.0,2021.0
337.0,,Muhle,Alfons Josef August,1957,AfD,33.0,,,2021.0
338.0,,Holste-Hagen,Sylvia,1961,GRÜNE,33.0,NI,27.0,2021.0
